"Story","Title","Result","Date","Stability","Duration (s)"
"Login","User supplies correct username and password","ERROR","2019-03-22T20:35:35.128798+07:00[Asia/Jakarta]","0.0","4.61"
"Login","User does NOT supply correct username and password","ERROR","2019-03-22T20:35:40.314899+07:00[Asia/Jakarta]","0.0","0.1"
