"Story","Title","Result","Date","Stability","Duration (s)"
"User","User will create new user","ERROR","2019-03-26T01:19:39.248+07:00[Asia/Jakarta]","0.0","11.82"
"User","User will Login valid data","PENDING","2019-03-26T01:19:51.698+07:00[Asia/Jakarta]","0.0","0.05"
"User","Get user by valid user name","PENDING","2019-03-26T01:19:51.749+07:00[Asia/Jakarta]","0.0","0.01"
